Total_Stops,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_SpiceJet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Fare
1,1,6,22,50,4,25,5,35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
1,6,6,14,0,1,30,11,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13377
0,18,5,19,5,20,35,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2754
2,18,5,12,0,18,30,30,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10361
1,12,3,9,45,14,25,4,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12295
0,9,3,14,20,16,55,2,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4148
1,15,6,9,15,21,0,11,45,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6838
1,12,6,13,0,12,35,23,35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
0,9,3,6,55,9,35,2,40,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4622
1,3,6,10,0,4,25,18,25,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11627
1,1,6,12,30,9,25,20,55,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7480
1,21,3,8,15,18,30,10,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4943
1,12,6,16,30,9,20,16,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8529
1,9,6,15,0,12,35,21,35,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
0,12,5,13,15,14,45,1,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2227
1,15,6,19,45,12,35,16,50,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
0,27,4,18,55,22,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4544
1,6,6,10,20,17,35,7,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11316
2,9,5,10,0,1,20,15,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13033
0,27,5,10,20,11,50,1,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4995
1,21,5,18,55,12,0,17,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
0,6,3,21,5,22,25,1,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5462
0,27,5,6,0,9,10,3,10,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,6216
0,27,5,20,45,23,20,2,35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4145
0,12,6,18,55,21,50,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823
1,12,3,8,0,21,20,13,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13817
0,12,6,14,10,17,10,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5201
1,15,6,13,0,1,30,12,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13377
2,18,5,23,5,4,25,29,20,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15129
0,21,4,9,30,12,20,2,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4885
1,12,5,20,0,4,40,8,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8586
1,27,3,20,10,7,10,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6151
0,3,5,13,15,14,45,1,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2017
0,3,3,16,55,18,25,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6795
0,6,5,20,55,23,40,2,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3419
1,18,5,9,0,21,0,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13727
1,9,5,7,5,22,30,15,25,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,8310
1,21,3,7,0,13,15,6,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7832
1,9,6,7,35,23,30,15,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7870
0,21,6,17,15,19,50,2,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804
0,18,3,14,55,17,50,2,55,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,5586
2,3,6,11,40,19,0,7,20,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18804
2,3,6,21,25,12,35,15,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13292
0,9,6,17,45,20,5,2,20,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,11982
1,21,5,20,25,14,25,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11467
0,15,5,22,10,1,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3419
0,18,4,21,10,0,5,2,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5515
1,6,3,22,50,23,0,24,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17471
2,27,6,23,5,19,0,19,55,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11150
1,12,5,17,0,10,45,17,45,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9922
1,9,5,7,0,20,25,13,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10203
1,3,6,19,15,19,0,23,45,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
0,3,5,9,30,12,20,2,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4423
0,15,5,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823
1,12,3,5,55,19,10,13,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8528
0,18,5,17,0,19,45,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7171
1,21,3,9,0,21,0,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6883
0,24,6,21,0,23,50,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4668
0,15,3,6,10,8,55,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7276
2,1,5,9,40,12,35,26,55,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15129
1,27,5,10,0,19,15,9,15,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,11446
1,6,4,19,20,23,45,4,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3480
1,1,5,20,20,10,45,14,25,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9187
0,21,4,18,55,22,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7229
1,3,3,10,0,1,35,15,35,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,16863
1,27,5,17,30,1,30,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6206
1,3,3,8,0,5,5,21,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13502
0,15,5,17,10,19,40,2,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3841
0,27,4,6,0,8,45,2,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4544
0,1,5,9,10,10,40,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4575
0,6,4,23,30,2,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4591
0,24,5,22,50,1,20,2,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4107
1,21,5,6,0,12,35,6,35,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,9794
0,15,6,6,55,9,30,2,35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3841
0,6,4,22,20,0,40,2,20,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3841
1,9,5,7,25,13,35,6,10,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5842
0,18,5,13,0,15,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4423
0,6,3,5,35,8,50,3,15,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7673
1,12,6,9,35,19,10,9,35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10539
1,9,6,18,55,8,15,13,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11841
1,3,6,11,30,12,35,25,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
1,18,3,8,55,18,25,9,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12284
2,6,6,15,5,1,30,10,25,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15965
1,12,5,8,25,9,20,24,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9663
1,1,6,7,5,19,0,11,55,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15190
1,9,6,3,50,11,30,7,40,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7408
1,9,5,16,30,18,15,25,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8586
1,6,5,9,35,18,0,8,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12384
1,21,3,11,50,8,55,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5092
1,24,5,16,30,9,20,16,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14178
2,3,6,9,35,12,35,27,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11507
1,21,5,10,35,1,30,14,55,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6794
1,27,5,7,10,16,10,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7878
1,21,5,18,55,16,20,21,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
1,6,6,17,30,19,0,25,30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14714
1,24,6,16,0,4,25,12,25,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
2,9,5,19,30,12,35,17,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13029
1,6,6,16,0,19,0,27,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
2,6,6,9,50,23,15,13,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14960
1,21,5,8,45,19,15,10,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,8266
0,24,3,19,55,22,35,2,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7229
1,9,3,6,10,11,20,5,10,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,8382
2,12,3,6,0,11,55,29,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12854
0,21,5,19,5,20,35,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2754
2,21,5,9,35,12,35,27,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12719
1,6,6,10,30,16,5,5,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6301
1,9,5,8,30,19,0,10,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,9627
0,1,3,22,10,0,55,2,45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4778
0,3,5,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823
0,18,4,10,20,12,55,2,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4409
0,21,5,19,30,22,15,2,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4878
1,15,6,15,0,1,30,10,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13377
1,15,5,22,40,10,40,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5192
0,21,5,11,40,13,55,2,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4667
1,6,5,9,20,14,15,4,55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11319
1,15,6,7,25,13,35,6,10,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5842
1,6,5,18,55,10,5,15,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7757
1,3,6,19,15,4,25,9,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262
1,9,3,8,0,10,25,26,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11087
2,12,6,12,15,12,35,24,20,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14300
1,3,6,16,45,22,25,5,40,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11410
0,24,3,7,45,10,40,2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5048
1,27,6,7,5,12,35,5,30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14714
1,9,6,16,30,23,35,7,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
0,12,5,14,25,17,40,3,15,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5000
0,9,5,21,5,22,25,1,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3100
1,21,5,21,10,12,0,14,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
0,27,6,10,20,11,50,1,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8040
1,3,3,9,10,18,50,9,40,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15135
1,27,5,15,0,1,30,10,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,13377
1,9,5,22,40,10,40,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5192
2,9,6,19,45,19,15,23,30,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9968
1,27,3,8,0,18,50,10,50,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,11667
0,27,6,9,45,12,0,2,15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3597
1,27,3,15,5,4,25,13,20,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6017
0,18,6,17,0,19,35,2,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4878
1,12,5,10,0,23,15,13,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10203
0,12,3,14,20,16,55,2,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4148
1,15,5,5,5,16,10,11,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6818
2,9,4,23,5,12,35,13,30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9483
1,9,4,20,40,9,25,12,45,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4487
0,24,6,8,20,10,35,2,15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3597
0,12,6,21,0,23,50,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4668
1,21,3,14,25,19,25,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7708
0,1,6,21,25,0,5,2,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804
1,24,6,7,30,21,0,13,30,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6093
2,18,3,17,25,10,35,17,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12568
1,12,5,21,10,12,0,14,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9663
0,15,6,11,10,13,55,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3383
2,12,6,5,50,20,25,14,35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12723
2,1,4,12,0,11,10,23,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9258
0,27,3,5,35,8,50,3,15,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4729
1,24,6,17,5,22,15,5,10,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6147
0,24,5,7,0,9,40,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4668
2,24,3,7,0,10,0,27,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11491
2,6,6,12,55,19,15,30,20,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12646
0,21,5,19,35,21,5,1,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3210
0,24,5,10,20,12,55,2,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4409
1,9,6,9,35,21,5,11,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14676
0,15,6,11,40,13,55,2,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4667
1,15,5,9,35,14,25,28,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9314
0,18,6,13,15,15,35,2,20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3597
1,24,6,5,10,10,5,4,55,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6496
0,1,6,0,25,3,15,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4077
2,15,6,9,45,9,25,23,40,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10975
1,24,6,17,20,9,25,16,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7480
1,9,3,22,0,11,5,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8425
1,9,3,22,0,23,20,25,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8425
0,1,4,5,55,8,35,2,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3971
1,21,3,8,55,23,0,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6992
0,6,4,8,20,11,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4544
0,9,5,12,0,13,30,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4392
2,27,6,23,5,12,35,13,30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12819
0,15,4,20,0,22,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823
1,15,5,16,30,16,20,23,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
2,9,5,9,40,12,35,26,55,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13029
1,15,6,10,0,19,0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14714
0,9,3,5,30,8,20,2,50,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4148
1,18,5,19,15,12,35,17,20,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12373
0,3,4,17,0,19,45,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5176
2,12,3,8,50,13,55,29,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13303
1,9,5,8,35,17,15,8,40,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6171
0,3,4,8,30,11,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823
0,3,5,17,0,19,35,2,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5613
0,9,3,13,10,16,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8033
1,12,6,18,55,20,45,25,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8529
1,24,6,10,35,21,0,10,25,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5894
0,27,6,22,15,0,50,2,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804
1,9,5,14,5,23,35,9,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14781
1,9,3,19,45,4,25,8,40,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11848
0,9,6,21,0,23,50,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4668
1,27,3,18,15,4,25,10,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6540
1,1,6,18,15,19,0,24,45,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14714
0,12,5,11,35,14,0,2,25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4332
1,24,3,7,10,9,10,26,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11682
0,3,3,20,25,23,5,2,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6038
1,3,3,7,0,21,0,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15603
0,24,3,11,30,14,10,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5403
1,24,5,8,25,19,50,11,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
1,9,5,19,15,19,0,23,45,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15554
0,18,3,6,20,7,45,1,25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3342
1,1,6,18,0,1,30,7,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7933
1,24,6,16,0,1,30,9,30,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6316
1,18,5,10,35,21,0,10,25,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7503
1,6,6,7,10,20,20,13,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8610
1,12,5,17,0,9,45,16,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14151
1,9,4,11,40,1,30,13,50,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6645
1,18,5,7,35,16,10,8,35,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6442
1,24,3,21,10,10,5,12,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14914
1,21,5,9,25,7,55,22,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8891
1,6,6,16,30,23,35,7,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844
0,18,5,12,0,13,30,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2754
1,27,6,11,30,19,0,7,30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14714
1,15,5,18,0,1,30,7,30,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,8073
0,1,4,22,20,0,40,2,20,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3873
1,15,6,16,0,1,30,9,30,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6316
1,3,3,6,40,12,0,5,20,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9304
1,1,6,11,40,21,0,9,20,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7740
0,27,5,12,0,13,30,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2754
1,15,5,16,30,22,35,6,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14781
0,3,6,1,30,4,15,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3943
0,18,6,5,55,8,35,2,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3625
1,1,6,9,0,21,0,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7933
1,18,3,16,55,21,50,4,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4049
1,12,5,6,30,12,0,5,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13941
1,1,4,20,20,23,25,27,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7927
1,27,3,17,0,1,35,8,35,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6673
0,1,5,9,45,12,0,2,15,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3597
1,6,3,7,35,16,10,8,35,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7094
1,24,5,10,20,17,35,7,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8781
1,3,4,15,5,20,20,5,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4649
0,27,3,9,30,12,5,2,35,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3384
1,18,5,4,55,19,15,14,20,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,7564
1,12,5,6,30,18,15,11,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14781
1,6,5,17,0,23,35,6,35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12121
2,12,3,5,5,16,55,11,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,16172
1,6,3,6,10,11,20,5,10,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,9748
0,1,6,21,10,0,5,2,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3573
2,18,5,20,0,4,25,8,25,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15318
2,24,6,23,5,12,35,13,30,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12819
2,3,3,21,30,19,15,21,45,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12497
